`Date,Text,Score,Username
2025-04-05 04:06:09,game jelek rusak mending game sebelah dari pada ini mana burik jangan di mainin nanti jadi setres👎👎👎👎,1,m rifki
2025-04-05 04:05:31,good game,5,Fathir Adrian
2025-04-05 04:05:09,tolong lh kasih pelindung bintang lh gua udh capek² gendong tim malahan dapat miniek gua tetap kalah malah turun juga bintang emang game buat emosi,2,Ramzi
2025-04-05 04:03:26,GAME MAKRO,5,Michael Jordan
2025-04-05 04:03:23,"bug sinyal perbaiki, event tar dulu.",2,Ahmad Maulana
2025-04-05 04:03:04,kalau bisa lebih detail lagi dalam memberikan player pengurangan kredit skor. karena saya pada saat itu ada masalah pada jaringan saya dan saya melakukan afk karena hp saya tiba- tiba reset ulang ke halaman awal game dan malah dikurangi kredit skor saya kalau bisa lebih detail lagi dalam memberikan hukuman pengurangan kredit skor kepada seseorang agar orang bisa bermain dengan aman dan nyaman juga jangan asal mengurangi kredit skor seseorang sebelum di cek lebih detail dahulu,2,Naseh Hase
2025-04-05 04:02:56,"Moba match marking tercurang, marak joki, cheat , player"" tolol perusak game...",5,Ponco Genz
2025-04-05 04:02:08,gila ml sekarang makin seru dan makin enak tapi bagi thr la montoon,5,Ichsyan
2025-04-05 04:01:46,bgus coyy seru banget,5,Icha Medina
2025-04-05 04:00:28,good,4,Anang Setibudi
2025-04-05 04:00:27,game nya seru tapi loes treak mulu cape kalah kalah mulu,2,Rahma Wati
2025-04-05 03:59:42,bagus,5,Dina Silalahi
2025-04-05 03:59:39,mengisi kekosongan,5,Noer Colis
2025-04-05 03:59:22,"game nentod kasih tim bagus dikitlah,mana gamenya delay lagi tolls 🙏🏻🙏🏻",1,FauzanZidan PutraDewi
2025-04-05 03:58:17,Permainan ini sangat menantang,5,Kahfi Kahfi
2025-04-05 03:57:34,mantap,5,Change Lunar
2025-04-05 03:57:14,ini game burik yang perna saya mainkan bukan hanya ini makin lama makin ngelag padahal hp gua udah bagus,1,Afhis Afhis
2025-04-05 03:56:44,"game oon, kualitas oke tapi jaringan poke makin update makin pante ngk ada perubahan lol pemainnya bagus jaringannya Indihome agus",1,Azzam Azzam
2025-04-05 03:55:46,untuk develover harap di perbaiki ketika kelur dari server dan untuk meng hubungkanya kembali sangat lama sehingga dalam per mainan kena sangsi AFK,1,animasi 92
2025-04-05 03:55:18,game yang seru! tapi bikin kesal.masa lagi main rank ketemu musuh yang tidak seimbang setiap main musuhnya sangat jago tidak seperti tim sendiri yang beban,1,Farlan Mandang
2025-04-05 03:54:59,seru geme nya,5,Syifa Zhahira adania purwanto
2025-04-05 03:54:47,"Saya kalau download data data gamenya, buat HP saya jadi lag parah, di mohon monoton untuk kasih ada fitur stop download data datanya yah",1,Davien
2025-04-05 03:53:47,"ah mls, tiap mau naik rank pasti mushnya sulit"" atau nggak temennya agak laen, kenapa gak dari awal rank aja",1,Alka Kedua
2025-04-05 03:53:30,Banyak bug nya makin kesini makin rusak game nya banyak lag padahal jaringan aman,2,Aksan Tolani
2025-04-05 03:53:07,ml kaya tau jelek banget,1,Murad Uag
2025-04-05 03:52:56,"Game apa ini monnton, tim gak ada yang benar, gak mau war, ujung-ujungnya main lapor, pengurangan kredit skor gak ngotak, padahal saya mainya sudah benar, kadang mm sampai dua, tolong bikin kalau udah ada mm tim gak bisa lagi pakai mm",1,iwan zpan
2025-04-05 03:52:10,sering mendapatkan tim yg tidak sesuai,1,abdul rozaq
2025-04-05 03:51:50,gamenya sangat seru seperti jadi irong meng dan dontolllllllllllllllllll seru banget ya gamenya semoga montoon gabisa berak 1000 tahun 😛,1,Fatika Sari
2025-04-05 03:51:48,saya belajar toxic dari game ini makasih,5,Mehmeh mehmeh
2025-04-05 03:50:42,nyari duit gk ush lebay sampe kita dibikin lose streak terus gk dapet feel maennya anehhh gamee anehhh,1,anis barakwan
2025-04-05 03:50:16,moonton sangat baik!,5,Dhan Crew
2025-04-05 03:49:21,aku suka bangetttt sumpah,5,Aidah Yusr
2025-04-05 03:48:35,geme nya bagus bisa mabar banyak hero bisa dapat event gratis bisa dapat skin beberapa hari,4,Nazifa fira
2025-04-05 03:48:21,ok,5,Esterlita Ayomi
2025-04-05 03:48:21,akun ku hilang,1,Warnowarno Warno
2025-04-05 03:48:12,"kenapa setiap main di kasih musuh pro, sedangkan teman 1 tim bot kenapa?",1,Ikhsan Rolis
2025-04-05 03:47:45,"game nya bagus cuman kontennya agak dikurangi, trus ditambah memori ku penuh",4,Azzahra Aulia
2025-04-05 03:47:20,seruuuuu banget,5,Mi Mi
2025-04-05 03:46:43,game ini menyenangkan,5,Fernandes Dumai
2025-04-05 03:45:35,saya menyekai game Mobil legend bang bang tapi masih ada kekurangan dengan map nya harus di beda kan seperti yg dulu bukan kek yang sekarang cuman 2map jadi bosan!!!!,5,Bunga Harapan
2025-04-05 03:44:48,"dear nonton,game nya kyk nya ada yg salah dah, ini sistem nya gimana ini,kok kasih nya kalah terus,draft pick nya gk adil, tim lawan jago semua, tim sendiri dikasih bot,dan itu berkali kali coba monton tolong lah,kita juga pengen main dengan tenang, gk toxic, enjoy gitu, jangan lah dikasih streees mulu",5,Harun Arrasyid
2025-04-05 03:43:47,"ngak seru update annya,setelah game ngak bisa nulis chat.padahal itu adalah hasil pengalaman yg dirasakan.",1,Amdadus Salek
2025-04-05 03:43:04,gem lol habis seson dapat tim drak sistem semua,3,Hambali Gf
2025-04-05 03:42:49,game bodoh bikin hp ku rusak twik benr bah,1,Kail Lopay
2025-04-05 03:41:48,game nya bguss bangettt,5,Mawar Ramadani
2025-04-05 03:41:39,orang nya playing fixtime main nya cheat an,1,Jaseline Donita Eillena Takoy
2025-04-05 03:41:20,"game nya bagus! wajib download🤭 taoi.. player nya bikin stress😹. hati2 aja kalo main ml, takut ketemu dark system😮‍💨",5,Erni Pujianingsih
2025-04-05 03:40:29,mines nya dikasih tim bot,5,Cahyo Fiki
2025-04-05 03:39:36,gak bagus katemu tim nya,1,Edi
2025-04-05 03:39:24,karna susah di mainin,2,Aura Hawa
2025-04-05 03:38:28,cocok buat saya,5,Rasika Bilqis ajijah
2025-04-05 03:38:14,"plis moonton klo bikin drafik yang bagus lah masa legend nabrak glory kan ga logis ,ayolaj klo bikin darafik ngotakdikit lah",2,Rizal Alkamil
2025-04-05 03:37:43,game moba paling seru yang pernah saya mainkan,5,Muhammad Abid Fawwazi Dahlan
2025-04-05 03:37:15,"lu kalo bikin game yang bener, apaan kalah 10× menang nya cuman 2×",1,restulangit
2025-04-05 03:36:32,banyak dark sistem terus aku punya banyak protection tapi kenapa ga bisa dipake padahal baru dapat anj,1,Satria Nur Rohmat Satriawan
2025-04-05 03:34:59,permainan nya udah bisa tapi masih ada kesalahan sih sedikit tentang sinyal nya padahal sinyal ku bagus kok tapi kok sinyal nya tetep jelek ya juga pas aku mau main classic kok gk bisa jadi untuk sementara aku kasi bintang empat dulu ya sekian terima gaji,4,M Sidiq
2025-04-05 03:33:43,gem nya susah banget,5,Farel ragil
2025-04-05 03:33:35,Makin seru aja mainnya cuma bug sinyalnya makin sulit .. apalagi untuk RAM kecil,5,Wawan Sandra
2025-04-05 03:32:47,seru tapi tolong kurangi dark sistemnya dari kemaren aku losttreak mulu,5,Jimmy Iswandi
2025-04-05 03:32:12,sinyal nya jlek Mulu kalo lagi maen,3,Akang Pw
2025-04-05 03:30:48,Game nya bagus tapi kok patah patah di hp Ram 2 yah? :(,5,RIFKI?
2025-04-05 03:27:58,gem ini seru banget,5,Putra Bengkulu
2025-04-05 03:27:53,"sekarang malas main, jaringan jelek, ping naik turun , sering kali 120ms ,pahal main game lain lancar bet ping rendah",1,Cakke VT
2025-04-05 03:27:30,kalah melulu gk di kasih lawan yang gk bisa main sama monton,1,Dewi Eka Susanti
2025-04-05 03:27:05,ml elek kentang dark sistem terosss mendeng maen ff enak GK dark sistem developernya y juga baik g kaya moontoooood,1,Adi Syukma
2025-04-05 03:27:03,"uda keren si min, tp kasi ak DM yah",5,Boboiboy Loverrr
2025-04-05 03:26:23,gamenyya sih bagus tapi dikasih tim nya jelek semua kalah mulu menang paling 1sapai2 paling sisah nya kalah semua,1,Au'Z Bontot
2025-04-05 03:26:20,setiap main dirank pada awal selalu keluar sendiri dan terhitung afk padahal susah susah mengembalikan kredit score keulang lagi,1,Ilham Boy
2025-04-05 03:25:44,ngasi lawan ga stra,1,Cell Imoets
2025-04-05 03:25:06,musuhnya gak seimbang gw masih mantan legend musuhnya mantan mitik,1,Barong Tongkok
2025-04-05 03:24:24,semuanya baik,4,rido asih
2025-04-05 03:24:17,saluran data mati sndri klo di geme lain gk prnh mati sndiri saluran datanya,2,Daffa
2025-04-05 03:23:38,Sudah bagus,5,Salahuddin Al Ayubby
2025-04-05 03:23:23,"ga pernah dpt tim yg jelas, 20x pertandingan cuman bisa menang lawan bot, di tim sendiri hyper nya kayak taik, tapi kalo di tim lawan jagonya bukan main, udh bosan gw main ni game, mending gw uninstal,dowload HOK kayak player lain",1,Ab Cd
2025-04-05 03:23:05,"match making yang sangat tidak adil, 13.4 mvp di team yang kalah dan kuning sndiri sedangkan musuh Mabar imo dan glory 11.0 10.3 imo dan epic itu beda monton jngan sama in",1,Ferry Isman
2025-04-05 03:22:02,keeren,5,Hanisa ana tasya Hanisa
2025-04-05 03:22:02,bagus,5,Aqso Nazril
2025-04-05 03:21:46,"setelah di perbarui kok makin leg parah, main game pubg aja kuat masa main ini leg",1,Aday Perfecor
2025-04-05 03:21:04,"game gajelas sekali main ketemu orang beban/ga bisa maen bahasanya kotor buat yang main anak kecil jangan main game begini karena buat orang dewasa aja, terus game nya ngasih kita kalah terus saat main game kalau menang paling 2-3x",1,Iqbal Babam
2025-04-05 03:17:53,tolong anyin tim nya drag sistem trus!!,1,Aby
2025-04-05 03:17:50,game ini sangat seru sekali apalagi bisa multiplayer nambah seru sih terus MB kecil dah ini game terbaik bagi kita semua,5,Neneng Patu
2025-04-05 03:17:50,"saya sudah uninstal ini, game ga masuk akal mtchmakingnya mau solo atau mabar. penjoki banyak coba kasih sistem supaya ga bisa mabar 5 atau ga kalau mabar udah lebih dri 4 kali ga boleh lagi",2,Muhamad Ramdhani
2025-04-05 03:17:42,cape gue main di ml kalah Mulu ketemu nyh tim yang egois Mulu lostrek gue jig,1,Angga 123
2025-04-05 03:16:25,banyak bug,2,Garin Gibran
2025-04-05 03:16:12,systemnya aneh menang kalah menang kalah terus,1,Frezee 22
2025-04-05 03:16:11,saya menyukainya,5,Muhamat Nursaleh
2025-04-05 03:13:33,game nya seru,5,Nur Alipah23
2025-04-05 03:13:06,uwah bagus banget,5,Anisa Fatinna
2025-04-05 03:12:27,game tolol gajelas bikin emosi mainn kalahhhhh muluuuuu heran kalahhhh mulu,1,Isa Naila Kanjaka
2025-04-05 03:11:19,game nya jelek tapi,5,Panas Banget
2025-04-05 03:10:47,"game yg sangat seru dan menantang, saya setelah naik ke mytik honor langsung kalah 12 kali dan saya terus terusan bermain game yg sangat menguji adrenalin dan mental😀👍",5,Muhammad afiq Akbar
2025-04-05 03:08:45,"montoon kalo punya game betulin lah biji, ngebug Mulu si punya game",1,Muhamad Saputra
2025-04-05 03:06:49,game ini terlalu ez,5,Fajar Darmawan123
2025-04-05 03:06:24,game ini seru saya menjadi lebih semangat ketika bermain game ini✨,5,Walker Paul
2025-04-05 03:05:55,"banyak bug sinyal, padahal sinyal saya bagus selama di in game",1,meme
2025-04-05 03:05:42,Lumayan,2,Ade Dwi
2025-04-05 03:05:23,ubur-ubur ikan lele sangat seru mainnyale,5,Cibil Dahniati
2025-04-05 03:04:42,pkok ny gme ml SMA Roblox de best 👍🏻TPI mlh plis BKN skin Miya yg bgus jdi free dn ppih montoon jgn BKIN w lost streak Mulu w BKIN smpek imortal syumpah,5,Kayra Gujob
2025-04-05 03:04:40,game bagus tapi sering dapat dark sistem jadi buat saya kesel,3,Hidayati Hiday
2025-04-05 03:04:36,game poke,1,ibnu Sahab
2025-04-05 03:03:39,"klo ngsh tim yng sesuai dong cpe kn lose trs,iya klo guenya jg cklt gue nya udh cpe bntu sana sini msih aja ga bnr tim nya.mikir ya klo ngtr sistem",1,yora imut
2025-04-05 03:02:58,seru banget,5,Rasya Adhyasta
2025-04-05 03:02:57,"mobile legend, menurut saya adalah salah satu game dengan fans,pro player, dan event (outdoor) yang menarik.. walau masih banyak player yang melakukan hal tak senonoh di dalam game",5,Gilang Ibrahim
2025-04-05 03:02:00,Meskipun banyak dark sistem tapi gw salut ama mo nton,5,Hasbi Hilmawan
2025-04-05 03:01:32,keren gamenya walau ada bug yang belum di fix namun vibes nostalgia 2019 nya masih kerada,5,Markus Lumbantobing
2025-04-05 03:00:50,mantap kalau lu instal lu akan dikasih players mantap di gendong tapi ketika lu dah mulai jago main lu akan dikasih dark sistem tapi lu yang dark sistem karena lu gak bisa main benar itu doang si kerena saya hanya ingin memberikan 5 bintang atau 100 bintang saya menikmati bermain game nya semoga saya di gift skin bagus,5,Marlin Lumaga
2025-04-05 03:00:38,kenapa ml gk bisa di update?,3,inel putri ayu sari
2025-04-05 02:59:54,Geme mlはいいけどランク5位に合ってるはいすごいサスン・ローズが勝って1回ヌルンに5負けてジェレンマスターに,1,Kristianus Tatangbodang
2025-04-05 02:59:45,banyak player dark sistem,1,Qwerty Ty
2025-04-05 02:59:43,game nya bagus oh ya naikin kredit score aku dong jadi 110,5,Farid Edy
2025-04-05 02:59:38,game nya gak seru,1,Vano Muhammad
2025-04-05 02:58:41,bagus sih tapi tolong banget tambah kan fitur bisa ganti Hero yang ada di lobby nya ya 👍👍👍👍👍,5,Anto Astari
2025-04-05 02:58:32,game b*bi banyak dark system,2,Evi Sulastri
2025-04-05 02:58:10,"Aku main dh dari season 1 jadi ini game sangat seru,dan grafiknya hd jadi lebih seru,banyak juga Hero nya untuk dipilih jadi GK akan bosan bermain game ini,tetapi tolong moonton kenapa jaringan bagus tiba tiba login ulg,padahal jaringan bagus dan biasanya banyak yg GK mau main dan ngetroll seperti dark sistem..tolong ya moonton",5,Asyraf Hafuza
2025-04-05 02:57:11,kok jadi banyak bug di ml suka tiba tiba ngeleg padahal jaringan ijo terus gabisa masuk ke macth nya malah nge stuck padahal udh pada 100% ditungguin lama tetep ga masuk harus relog padahal lagi main tolong benerin dongg,1,Gevara ganz
2025-04-05 02:56:57,lumayan menantang,5,Yokoso Minohodosi
2025-04-05 02:56:32,"kok gw ws moonton, tolong perbaiki gameplay-nya kurang menantang kalo gaada dark sistem, kasih lah gw dark sistem 4 moonton, biar gw gendong tuh para dark sistem",5,DANCOKK
2025-04-05 02:53:46,login lama,1,Arif Wijaya
2025-04-05 02:53:17,game sistem pemberian team gk jelas..,1,Wiratama
2025-04-05 02:53:06,saya kasih bintang 5 karena game nya menangtang sekali dan seru udah segitu aja😁😁,5,Zepri Sesad
2025-04-05 02:52:47,"Game terburuk masa iya musuh jago build sama main tim gue bilangin susah udah dpt roam mulu susah gendong dalam pembagian tim lostreak mulu banyak penjoki, cheater hack maps dll",1,Didi Afandi
2025-04-05 02:52:46,Seru amat,5,Aqila Ptk
2025-04-05 02:52:15,"Game kocak, mau ganti akun aja segala ngestuck",1,Noval Syahrudin
2025-04-05 02:50:26,game bikin stres lost strek mulu bikin emosi udah mitick turun epic pasti ketemu player drak sistem terus,1,Efry Alghazali
2025-04-05 02:50:05,keren aa,5,TENGKU NAUFAL AIMAN
2025-04-05 02:49:07,game nya seru,5,Maya
2025-04-05 02:48:20,"apa apaan game ini?,sinyal saya bagus tetapi di in game saya mengalami lag parah,dan membuat saya harus kalah, tidak bisa di fix kah lag saat in game tersebut?!",1,Hah Freedom
2025-04-05 02:47:45,jangan di mainkan gem setres lostrek,1,Rafka Kurniawan
2025-04-05 02:47:43,"bagusss bngttt,, suka amaa apk nyaa",5,Devina Devi
2025-04-05 02:47:36,ya gitu,5,Uciel Salam
2025-04-05 02:47:20,woy sinyal yang buruk Ampe 300ms masa nyalahin gw padahal sinyal gw penuh masa digame ping tinggi mana dicap afk lagi dev bagong,1,GAMERS OF NINJA
2025-04-05 02:46:40,"moonton kejam banget co memberi gw lostrek 17 kali tanpa menang,geme ini telah merusak otak mental sama pikiran,jadi kalian jangan main geme kaya begini cok,bisa bisa kalian jadi stres",1,Neneng Asih
2025-04-05 02:46:38,MANTAPPPP SEMOGA DAPET LIGHT SISTEM STREAKKK,5,Putu Kenzi Sutha Ermandha
2025-04-05 02:45:53,maaf saya kasih 3 bintang sering lostreak lama pulihx,3,Aminruppa57
2025-04-05 02:45:21,Oi lah pke sinyal bagus kok lag ptek,1,Elga Pratama
2025-04-05 02:45:13,Game yang bagus sekali. Saya bisa mengunakan hero Thamuz dengan legedary sebanyak 11 kali. Terimakasih. Mobile legends: Bang Bang!,5,Andini Praditasari
2025-04-05 02:45:09,cool,5,Muhammad Rifqi
2025-04-05 02:44:05,gamenya sangat seru dan bisa untuk mabar,5,Aditya Kediri
2025-04-05 02:43:56,"kalo milih tim yang bener lah moonton, gw kasih bintang 1",1,Yhuri Adrian
2025-04-05 02:42:50,sangat cocok,5,Alberto Lopumeten
2025-04-05 02:41:44,sangat baik,5,mardan Labiru21
2025-04-05 02:41:31,keren bnyk gratis ya sekarang mllb sekses selalu bg mun bisa bot y lebih jago juga bg seru main kostum but y jago²,5,Zam Zamani
2025-04-05 02:41:15,SERU BANGET 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5,Mochamad Rafa
2025-04-05 02:41:04,pembagian tim nya gk adil baru sekali menang langsung di kasi dark sistem 10kali baru menang langusng kalah lagi dsr game gk adil dan kok afk turun nya 8 sedang kan maksimal menaikan cuma 3 jadi misal mau melakukan sesuatu jadi harus terpaksa afk,1,Rizkyarianto Rizky
2025-04-05 02:40:57,Mantap,4,Holiding
2025-04-05 02:40:32,banyak bikin stress waktu mau naik rank/push rank,1,Wikananda Dewa gede
2025-04-05 02:39:10,"sistemnya min tolong dibenerin, dapet tim yang ga jelas terus",5,zidan abdillah
2025-04-05 02:38:07,"ML sekarang banyak player yg beg0""",2,Mulher De Branco
2025-04-05 02:37:59,gamenya bagus banget saya main ini hampir 24jam sumpah seru banget,5,Mukhoti Mukh
2025-04-05 02:36:56,jaringan suka tiba tiba lag/ilang padahal kalau buat apk lain normal jadi gold tertinggal jauh,2,Bayu Fattahul Mu'iz
2025-04-05 02:36:27,game yang bagus,5,Juanda New
2025-04-05 02:35:06,saya dikasih tim dark sistem sama punya tim yang buta map gak mau phus dan saya gak pernah dikasih menang,1,Lucky Kelana
2025-04-05 02:32:53,bagus gak bikin gabut bikin dosah tamba banyak bikin kita toksik 😅,5,Yusuf Yusuf
2025-04-05 02:31:54,siapa yang bilang gak bagus,5,Alif Tasya
2025-04-05 02:31:12,timnya kek monyet,2,kinaa rawr
2025-04-05 02:30:53,"moonton yang terhormat kalau kasih tim itu yang seinbang dong, masa dapat tim tolol terus, kalau belum pantas nanik legend atau mitic jangan di naikin",1,wawan bumulo
2025-04-05 02:29:48,waw,5,Fadheel Muhammad
2025-04-05 02:29:30,saya suka tapi saya susah naik renkk 😭😭,5,nanafisya azzahra
2025-04-05 02:29:07,game jelek untuk MONTOON tolong perbaiki gamenya karna saya selalu mendapat tim yang tidak jago main dan musuh terlalu susah,1,M Faiz
2025-04-05 02:28:13,apalah dapet tim nge troll,1,Pppp Ppp
2025-04-05 02:27:59,game rusak saya dikasih tim beban terus,1,Muhammadhanifamuzani Jani
2025-04-05 02:27:56,rikues dong bahasanya tambahin bahasa sunda dong..... plis......,5,Zaka Nurpadla
2025-04-05 02:27:40,"saya sangat kecewa karna sistem game ini tidak adil,karna saya sekalinya AfK kredit skornya mengurang 10, itu membuat saya tidak bisa memainkan rank,itu saja baru sekali Afk,penambahan kredit skor saja 3/3,dan saya itu aslinya tidak Afk kalau tau kouta habis jangan kehitung afk,MOHON SEGERA DIPERBAIKI!!",4,Selvi Restiani
2025-04-05 02:25:45,mantap,5,Jerni Sianturi
2025-04-05 02:23:20,gacor tapi bnyk yg ngetrol,5,Butterfly
2025-04-05 02:18:04,gokil,5,Abu Maher
2025-04-05 02:18:04,semoga lebih dikembangkan lagi dan anti ngelag sukses 👍👍👍,5,Bangunan Prasetyo
2025-04-05 02:16:42,"yang bener lahhh gw udh main 12 jam rank malah turun gw terus yang gendong, tolong ya kondisiin tim kita biar adil",1,yosef.Jeremy.X.M
